"","x"
"1666",TRUE
"1667",TRUE
"1668",TRUE
"1669",TRUE
"1670",FALSE
"1671",FALSE
"1672",TRUE
"1673",FALSE
"1674",TRUE
"1675",TRUE
"1676",TRUE
"1677",TRUE
"1678",TRUE
"1679",TRUE
"1680",TRUE
"1681",TRUE
"1682",TRUE
"1683",FALSE
"1684",TRUE
"1685",TRUE
"1686",TRUE
"1687",FALSE
"1688",TRUE
"1689",FALSE
"1690",TRUE
"1691",FALSE
"1692",TRUE
"1693",FALSE
"1694",FALSE
"1695",TRUE
"1696",TRUE
"1697",FALSE
"1698",FALSE
"1699",FALSE
"1700",FALSE
"1701",FALSE
"1702",FALSE
"1703",TRUE
"1704",TRUE
"1705",TRUE
"1706",TRUE
"1707",TRUE
"1708",FALSE
"1709",TRUE
"1710",TRUE
"1711",TRUE
"1712",FALSE
"1713",FALSE
"1714",FALSE
"1715",FALSE
"1716",TRUE
"1717",TRUE
"1718",TRUE
"1719",TRUE
"1720",TRUE
"1721",TRUE
"1722",TRUE
"1723",FALSE
"1724",TRUE
"1725",TRUE
"1726",TRUE
"1727",TRUE
"1728",TRUE
"1729",FALSE
"1730",TRUE
"1731",TRUE
"1732",TRUE
"1733",TRUE
"1734",FALSE
"1735",TRUE
"1736",TRUE
"1737",FALSE
"1738",FALSE
"1739",TRUE
"1740",TRUE
"1741",TRUE
"1742",TRUE
"1743",TRUE
"1744",FALSE
"1745",FALSE
"1746",TRUE
"1747",TRUE
"1748",FALSE
"1749",FALSE
"1750",TRUE
"1751",TRUE
"1752",TRUE
"1753",TRUE
"1754",FALSE
"1755",TRUE
"1756",FALSE
"1757",FALSE
"1758",FALSE
"1759",TRUE
"1760",TRUE
"1761",TRUE
"1762",TRUE
"1763",FALSE
"1764",TRUE
"1765",TRUE
"1766",FALSE
"1767",TRUE
"1768",TRUE
"1769",TRUE
"1770",TRUE
"1771",TRUE
"1772",TRUE
"1773",TRUE
"1774",TRUE
"1775",TRUE
"1776",TRUE
"1777",FALSE
"1778",TRUE
"1779",FALSE
"1780",TRUE
"1781",TRUE
"1782",TRUE
"1783",TRUE
"1784",FALSE
"1785",TRUE
"1786",TRUE
"1787",TRUE
"1788",TRUE
"1789",FALSE
"1790",TRUE
"1791",TRUE
"1792",FALSE
"1793",TRUE
"1794",FALSE
"1795",FALSE
"1796",FALSE
"1797",TRUE
"1798",TRUE
"1799",FALSE
"1800",FALSE
"1801",FALSE
"1802",FALSE
"1803",TRUE
"1804",FALSE
"1805",TRUE
"1806",FALSE
"1807",TRUE
"1808",TRUE
"1809",FALSE
"1810",FALSE
"1811",TRUE
"1812",FALSE
"1813",FALSE
"1814",TRUE
"1815",TRUE
"1816",TRUE
"1817",TRUE
"1818",FALSE
"1819",TRUE
"1820",TRUE
"1821",FALSE
"1822",TRUE
"1823",TRUE
"1824",TRUE
"1825",TRUE
"1826",TRUE
"1827",TRUE
"1828",FALSE
"1829",FALSE
"1830",FALSE
"1831",TRUE
"1832",FALSE
"1833",TRUE
"1834",FALSE
"1835",TRUE
"1836",TRUE
"1837",TRUE
"1838",TRUE
"1839",FALSE
"1840",TRUE
"1841",FALSE
"1842",TRUE
"1843",TRUE
"1844",FALSE
"1845",TRUE
"1846",TRUE
"1847",FALSE
"1848",TRUE
"1849",TRUE
"1850",FALSE
"1851",TRUE
"1852",FALSE
"1853",TRUE
"1854",TRUE
"1855",TRUE
"1856",TRUE
"1857",FALSE
"1858",FALSE
"1859",FALSE
"1860",TRUE
"1861",TRUE
"1862",FALSE
"1863",TRUE
"1864",FALSE
"1865",TRUE
"1866",FALSE
"1867",FALSE
"1868",TRUE
"1869",TRUE
"1870",FALSE
"1871",FALSE
"1872",FALSE
"1873",TRUE
"1874",TRUE
"1875",TRUE
"1876",TRUE
"1877",FALSE
"1878",FALSE
"1879",FALSE
"1880",FALSE
"1881",FALSE
"1882",TRUE
"1883",TRUE
"1884",TRUE
"1885",TRUE
"1886",TRUE
"1887",FALSE
"1888",TRUE
"1889",TRUE
"1890",TRUE
"1891",FALSE
"1892",TRUE
"1893",TRUE
"1894",TRUE
"1895",TRUE
"1896",FALSE
"1897",TRUE
"1898",TRUE
"1899",FALSE
"1900",TRUE
"1901",TRUE
"1902",TRUE
"1903",FALSE
"1904",FALSE
"1905",TRUE
"1906",TRUE
"1907",TRUE
"1908",TRUE
"1909",TRUE
"1910",TRUE
"1911",TRUE
"1912",FALSE
"1913",TRUE
"1914",TRUE
"1915",TRUE
"1916",TRUE
"1917",TRUE
"1918",FALSE
"1919",TRUE
"1920",TRUE
"1921",TRUE
"1922",TRUE
"1923",FALSE
"1924",TRUE
"1925",TRUE
"1926",TRUE
"1927",TRUE
"1928",FALSE
"1929",TRUE
"1930",TRUE
"1931",TRUE
"1932",FALSE
"1933",TRUE
"1934",FALSE
"1935",TRUE
"1936",TRUE
"1937",FALSE
"1938",FALSE
"1939",TRUE
"1940",FALSE
"1941",TRUE
"1942",FALSE
"1943",TRUE
"1944",FALSE
"1945",FALSE
"1946",TRUE
"1947",TRUE
"1948",FALSE
"1949",FALSE
"1950",TRUE
"1951",TRUE
"1952",TRUE
"1953",FALSE
"1954",TRUE
"1955",TRUE
"1956",TRUE
"1957",FALSE
"1958",TRUE
"1959",FALSE
"1960",TRUE
"1961",FALSE
"1962",FALSE
"1963",FALSE
"1964",FALSE
"1965",TRUE
"1966",TRUE
"1967",TRUE
"1968",TRUE
"1969",TRUE
"1970",TRUE
"1971",FALSE
"1972",TRUE
"1973",FALSE
"1974",TRUE
"1975",FALSE
"1976",TRUE
"1977",FALSE
"1978",TRUE
"1979",TRUE
"1980",TRUE
"1981",FALSE
"1982",FALSE
"1983",FALSE
"1984",TRUE
"1985",FALSE
"1986",FALSE
"1987",FALSE
"1988",TRUE
"1989",FALSE
"1990",TRUE
"1991",FALSE
"1992",TRUE
"1993",TRUE
"1994",FALSE
"1995",TRUE
"1996",TRUE
"1997",FALSE
"1998",FALSE
"1999",TRUE
"2000",TRUE
"2001",TRUE
"2002",TRUE
"2003",TRUE
"2004",FALSE
"2005",FALSE
"2006",FALSE
"2007",FALSE
"2008",TRUE
"2009",TRUE
"2010",TRUE
"2011",TRUE
"2012",TRUE
"2013",TRUE
"2014",TRUE
"2015",FALSE
"2016",TRUE
"2017",TRUE
"2018",FALSE
"2019",TRUE
"2020",TRUE
"2021",FALSE
"2022",FALSE
"2023",TRUE
"2024",TRUE
"2025",TRUE
"2026",TRUE
"2027",TRUE
"2028",TRUE
"2029",FALSE
"2030",TRUE
"2031",TRUE
"2032",TRUE
"2033",FALSE
"2034",TRUE
"2035",TRUE
"2036",TRUE
"2037",TRUE
"2038",TRUE
"2039",TRUE
"2040",FALSE
"2041",FALSE
"2042",FALSE
"2043",TRUE
"2044",TRUE
"2045",FALSE
"2046",TRUE
"2047",TRUE
"2048",TRUE
"2049",TRUE
"2050",TRUE
"2051",FALSE
"2052",TRUE
"2053",FALSE
"2054",FALSE
"2055",TRUE
"2056",TRUE
"2057",TRUE
"2058",TRUE
"2059",FALSE
"2060",FALSE
"2061",FALSE
"2062",FALSE
"2063",TRUE
"2064",TRUE
"2065",TRUE
"2066",FALSE
"2067",TRUE
"2068",FALSE
"2069",FALSE
"2070",FALSE
"2071",FALSE
"2072",TRUE
"2073",TRUE
"2074",TRUE
"2075",TRUE
"2076",FALSE
"2077",TRUE
"2078",TRUE
"2079",TRUE
"2080",TRUE
"2081",TRUE
"2082",TRUE
"2083",TRUE
"2084",TRUE
"2085",FALSE
"2086",TRUE
"2087",FALSE
"2088",TRUE
"2089",FALSE
"2090",FALSE
"2091",TRUE
"2092",TRUE
"2093",TRUE
"2094",TRUE
"2095",TRUE
"2096",TRUE
"2097",TRUE
"2098",TRUE
"2099",FALSE
"2100",TRUE
"2101",TRUE
"2102",TRUE
"2103",FALSE
"2104",TRUE
"2105",TRUE
"2106",TRUE
"2107",FALSE
"2108",FALSE
"2109",TRUE
"2110",FALSE
"2111",FALSE
"2112",TRUE
"2113",TRUE
"2114",FALSE
"2115",TRUE
"2116",TRUE
"2117",TRUE
"2118",TRUE
"2119",TRUE
"2120",TRUE
"2121",TRUE
"2122",TRUE
"2123",TRUE
"2124",TRUE
"2125",TRUE
"2126",TRUE
"2127",FALSE
"2128",FALSE
"2129",TRUE
"2130",FALSE
"2131",TRUE
"2132",TRUE
"2133",TRUE
"2134",TRUE
"2135",TRUE
"2136",FALSE
"2137",TRUE
"2138",TRUE
"2139",TRUE
"2140",TRUE
"2141",FALSE
"2142",TRUE
"2143",TRUE
"2144",FALSE
"2145",FALSE
"2146",TRUE
"2147",FALSE
"2148",TRUE
"2149",TRUE
"2150",TRUE
"2151",TRUE
"2152",TRUE
"2153",TRUE
"2154",FALSE
"2155",TRUE
"2156",TRUE
"2157",TRUE
"2158",TRUE
"2159",TRUE
"2160",TRUE
"2161",TRUE
"2162",TRUE
"2163",TRUE
"2164",TRUE
"2165",TRUE
"2166",FALSE
"2167",TRUE
"2168",TRUE
"2169",FALSE
"2170",TRUE
"2171",TRUE
"2172",TRUE
"2173",TRUE
"2174",FALSE
"2175",FALSE
"2176",TRUE
"2177",TRUE
"2178",TRUE
"2179",TRUE
"2180",TRUE
"2181",TRUE
"2182",TRUE
"2183",TRUE
"2184",FALSE
"2185",TRUE
"2186",TRUE
"2187",TRUE
"2188",FALSE
"2189",FALSE
"2190",TRUE
"2191",FALSE
"2192",TRUE
"2193",TRUE
"2194",FALSE
"2195",TRUE
"2196",FALSE
"2197",FALSE
"2198",FALSE
"2199",TRUE
"2200",TRUE
"2201",FALSE
"2202",FALSE
"2203",TRUE
"2204",FALSE
"2205",FALSE
"2206",FALSE
"2207",TRUE
"2208",TRUE
"2209",TRUE
"2210",TRUE
"2211",FALSE
"2212",TRUE
"2213",FALSE
"2214",FALSE
"2215",FALSE
"2216",TRUE
"2217",TRUE
"2218",TRUE
"2219",FALSE
"2220",FALSE
"2221",TRUE
"2222",TRUE
"2223",TRUE
"2224",FALSE
"2225",TRUE
"2226",FALSE
"2227",TRUE
"2228",TRUE
"2229",FALSE
"2230",FALSE
"2231",TRUE
"2232",TRUE
"2233",FALSE
"2234",TRUE
"2235",FALSE
"2236",TRUE
"2237",TRUE
"2238",FALSE
"2239",TRUE
"2240",TRUE
"2241",FALSE
"2242",TRUE
"2243",FALSE
"2244",FALSE
"2245",TRUE
"2246",FALSE
"2247",TRUE
"2248",TRUE
"2249",FALSE
"2250",TRUE
"2251",TRUE
"2252",FALSE
"2253",FALSE
"2254",TRUE
"2255",FALSE
"2256",TRUE
"2257",TRUE
"2258",FALSE
"2259",TRUE
"2260",TRUE
"2261",TRUE
"2262",TRUE
"2263",TRUE
"2264",FALSE
"2265",FALSE
"2266",TRUE
"2267",FALSE
"2268",FALSE
"2269",FALSE
"2270",TRUE
"2271",FALSE
"2272",TRUE
"2273",FALSE
"2274",TRUE
"2275",FALSE
"2276",FALSE
"2277",TRUE
"2278",TRUE
"2279",FALSE
"2280",TRUE
"2281",FALSE
"2282",TRUE
"2283",TRUE
"2284",TRUE
"2285",FALSE
"2286",TRUE
"2287",TRUE
"2288",FALSE
"2289",TRUE
"2290",FALSE
"2291",TRUE
"2292",FALSE
"2293",TRUE
"2294",TRUE
"2295",TRUE
"2296",TRUE
"2297",FALSE
"2298",FALSE
"2299",FALSE
"2300",TRUE
"2301",TRUE
"2302",TRUE
"2303",FALSE
"2304",FALSE
"2305",FALSE
"2306",FALSE
"2307",FALSE
"2308",TRUE
"2309",TRUE
"2310",TRUE
"2311",TRUE
"2312",TRUE
"2313",TRUE
"2314",FALSE
"2315",TRUE
"2316",TRUE
"2317",FALSE
"2318",FALSE
"2319",FALSE
"2320",TRUE
"2321",TRUE
"2322",TRUE
"2323",TRUE
"2324",TRUE
"2325",FALSE
"2326",FALSE
"2327",TRUE
"2328",TRUE
"2329",TRUE
"2330",TRUE
"2331",FALSE
"2332",TRUE
"2333",FALSE
"2334",FALSE
"2335",FALSE
"2336",FALSE
"2337",FALSE
"2338",TRUE
"2339",TRUE
"2340",TRUE
"2341",FALSE
"2342",TRUE
"2343",TRUE
"2344",TRUE
"2345",TRUE
"2346",TRUE
"2347",TRUE
"2348",TRUE
"2349",TRUE
"2350",TRUE
"2351",TRUE
"2352",TRUE
"2353",FALSE
"2354",TRUE
"2355",FALSE
"2356",TRUE
"2357",FALSE
"2358",TRUE
"2359",TRUE
"2360",FALSE
"2361",TRUE
"2362",TRUE
"2363",TRUE
"2364",TRUE
"2365",FALSE
"2366",TRUE
"2367",FALSE
"2368",FALSE
"2369",TRUE
"2370",TRUE
"2371",TRUE
"2372",FALSE
"2373",TRUE
"2374",TRUE
"2375",TRUE
"2376",FALSE
"2377",TRUE
"2378",FALSE
"2379",FALSE
"2380",FALSE
"2381",FALSE
"2382",TRUE
"2383",TRUE
"2384",TRUE
"2385",TRUE
"2386",TRUE
"2387",FALSE
"2388",FALSE
"2389",TRUE
"2390",TRUE
"2391",FALSE
"2392",TRUE
"2393",TRUE
"2394",TRUE
"2395",FALSE
"2396",TRUE
"2397",TRUE
"2398",TRUE
"2399",TRUE
"2400",FALSE
"2401",FALSE
"2402",TRUE
"2403",TRUE
"2404",TRUE
"2405",TRUE
"2406",TRUE
"2407",FALSE
"2408",FALSE
"2409",TRUE
"2410",FALSE
"2411",FALSE
"2412",TRUE
"2413",TRUE
"2414",FALSE
"2415",FALSE
"2416",TRUE
"2417",TRUE
"2418",TRUE
"2419",TRUE
"2420",FALSE
"2421",TRUE
"2422",FALSE
"2423",TRUE
"2424",TRUE
"2425",TRUE
"2426",TRUE
"2427",FALSE
"2428",TRUE
"2429",FALSE
"2430",TRUE
"2431",TRUE
"2432",FALSE
"2433",TRUE
"2434",FALSE
"2435",TRUE
"2436",TRUE
"2437",FALSE
"2438",FALSE
"2439",TRUE
"2440",TRUE
"2441",TRUE
"2442",TRUE
"2443",TRUE
"2444",TRUE
"2445",TRUE
"2446",FALSE
"2447",TRUE
"2448",FALSE
"2449",TRUE
"2450",TRUE
"2451",TRUE
"2452",TRUE
"2453",TRUE
"2454",TRUE
"2455",TRUE
"2456",FALSE
"2457",TRUE
"2458",FALSE
"2459",FALSE
"2460",TRUE
"2461",FALSE
"2462",TRUE
"2463",FALSE
"2464",TRUE
"2465",TRUE
"2466",TRUE
"2467",TRUE
"2468",TRUE
"2469",FALSE
"2470",TRUE
"2471",TRUE
"2472",TRUE
"2473",TRUE
"2474",TRUE
"2475",TRUE
"2476",FALSE
"2477",TRUE
"2478",TRUE
"2479",TRUE
"2480",FALSE
"2481",TRUE
"2482",TRUE
"2483",TRUE
"2484",FALSE
"2485",TRUE
"2486",TRUE
"2487",FALSE
"2488",FALSE
"2489",FALSE
"2490",FALSE
"2491",TRUE
"2492",TRUE
"2493",TRUE
"2494",FALSE
"2495",FALSE
"2496",TRUE
"2497",FALSE
"2498",FALSE
"2499",TRUE
"2500",FALSE
"2501",FALSE
"2502",TRUE
"2503",TRUE
"2504",TRUE
"2505",FALSE
"2506",FALSE
"2507",TRUE
"2508",TRUE
"2509",TRUE
"2510",FALSE
"2511",FALSE
"2512",FALSE
"2513",TRUE
"2514",TRUE
"2515",TRUE
"2516",TRUE
"2517",TRUE
"2518",FALSE
"2519",TRUE
"2520",TRUE
"2521",TRUE
"2522",TRUE
"2523",TRUE
"2524",TRUE
"2525",FALSE
"2526",FALSE
"2527",TRUE
"2528",TRUE
"2529",FALSE
"2530",FALSE
"2531",FALSE
"2532",FALSE
"2533",FALSE
"2534",FALSE
"2535",TRUE
"2536",TRUE
"2537",TRUE
"2538",TRUE
"2539",TRUE
"2540",TRUE
"2541",TRUE
"2542",TRUE
"2543",TRUE
"2544",FALSE
"2545",TRUE
"2546",TRUE
"2547",FALSE
"2548",FALSE
"2549",FALSE
"2550",TRUE
"2551",TRUE
"2552",TRUE
"2553",TRUE
"2554",TRUE
"2555",FALSE
"2556",FALSE
"2557",FALSE
"2558",TRUE
"2559",FALSE
"2560",FALSE
"2561",TRUE
"2562",FALSE
"2563",FALSE
"2564",TRUE
"2565",TRUE
"2566",TRUE
"2567",FALSE
"2568",FALSE
"2569",TRUE
"2570",FALSE
"2571",FALSE
"2572",TRUE
"2573",TRUE
"2574",FALSE
"2575",TRUE
"2576",FALSE
"2577",TRUE
"2578",TRUE
"2579",TRUE
"2580",TRUE
"2581",FALSE
"2582",TRUE
"2583",TRUE
"2584",TRUE
"2585",TRUE
"2586",TRUE
"2587",FALSE
"2588",TRUE
"2589",TRUE
"2590",TRUE
"2591",FALSE
"2592",TRUE
"2593",TRUE
"2594",TRUE
"2595",FALSE
"2596",TRUE
"2597",TRUE
"2598",TRUE
"2599",TRUE
"2600",TRUE
"2601",TRUE
"2602",TRUE
"2603",FALSE
"2604",TRUE
"2605",TRUE
"2606",FALSE
"2607",TRUE
"2608",TRUE
"2609",TRUE
"2610",FALSE
"2611",FALSE
"2612",TRUE
"2613",FALSE
"2614",TRUE
"2615",FALSE
"2616",TRUE
"2617",TRUE
"2618",TRUE
"2619",TRUE
"2620",TRUE
"2621",TRUE
"2622",TRUE
"2623",TRUE
"2624",TRUE
"2625",TRUE
"2626",FALSE
"2627",TRUE
"2628",TRUE
"2629",TRUE
"2630",TRUE
"2631",FALSE
"2632",TRUE
"2633",TRUE
"2634",TRUE
"2635",FALSE
"2636",FALSE
"2637",FALSE
"2638",TRUE
"2639",TRUE
"2640",TRUE
"2641",TRUE
"2642",TRUE
"2643",TRUE
"2644",TRUE
"2645",TRUE
"2646",TRUE
"2647",TRUE
"2648",TRUE
"2649",TRUE
"2650",FALSE
"2651",TRUE
"2652",FALSE
"2653",TRUE
"2654",TRUE
"2655",TRUE
"2656",TRUE
"2657",TRUE
"2658",TRUE
"2659",FALSE
"2660",FALSE
"2661",FALSE
"2662",TRUE
"2663",TRUE
"2664",FALSE
"2665",TRUE
"2666",FALSE
"2667",FALSE
"2668",TRUE
"2669",TRUE
"2670",TRUE
"2671",TRUE
"2672",TRUE
"2673",FALSE
"2674",TRUE
"2675",FALSE
"2676",FALSE
"2677",FALSE
"2678",TRUE
"2679",FALSE
"2680",TRUE
"2681",TRUE
"2682",FALSE
"2683",TRUE
"2684",TRUE
"2685",TRUE
"2686",TRUE
"2687",TRUE
"2688",TRUE
"2689",FALSE
"2690",TRUE
"2691",TRUE
"2692",TRUE
"2693",FALSE
"2694",TRUE
"2695",TRUE
"2696",FALSE
"2697",FALSE
"2698",TRUE
"2699",FALSE
"2700",FALSE
"2701",TRUE
"2702",TRUE
"2703",FALSE
"2704",FALSE
"2705",FALSE
"2706",TRUE
"2707",TRUE
"2708",TRUE
"2709",TRUE
"2710",TRUE
"2711",TRUE
"2712",FALSE
"2713",FALSE
"2714",FALSE
"2715",TRUE
"2716",TRUE
"2717",TRUE
"2718",FALSE
"2719",FALSE
"2720",FALSE
"2721",TRUE
"2722",TRUE
"2723",TRUE
"2724",TRUE
"2725",FALSE
"2726",FALSE
"2727",TRUE
"2728",FALSE
"2729",FALSE
"2730",TRUE
"2731",TRUE
"2732",TRUE
"2733",TRUE
"2734",TRUE
"2735",TRUE
"2736",TRUE
"2737",TRUE
"2738",TRUE
"2739",FALSE
"2740",TRUE
"2741",FALSE
"2742",FALSE
"2743",FALSE
"2744",TRUE
"2745",FALSE
"2746",TRUE
"2747",TRUE
"2748",TRUE
"2749",TRUE
"2750",TRUE
"2751",TRUE
"2752",TRUE
"2753",TRUE
"2754",TRUE
"2755",FALSE
"2756",TRUE
"2757",TRUE
"2758",TRUE
"2759",TRUE
"2760",TRUE
"2761",TRUE
"2762",TRUE
"2763",FALSE
"2764",TRUE
"2765",TRUE
"2766",TRUE
"2767",FALSE
"2768",FALSE
"2769",TRUE
"2770",TRUE
"2771",TRUE
"2772",FALSE
"2773",TRUE
"2774",FALSE
"2775",TRUE
"2776",TRUE
"2777",TRUE
"2778",TRUE
"2779",FALSE
"2780",FALSE
"2781",TRUE
"2782",TRUE
"2783",TRUE
"2784",TRUE
"2785",TRUE
"2786",TRUE
"2787",TRUE
"2788",TRUE
"2789",TRUE
"2790",FALSE
"2791",TRUE
"2792",FALSE
"2793",TRUE
"2794",TRUE
"2795",FALSE
"2796",TRUE
"2797",TRUE
"2798",TRUE
"2799",FALSE
"2800",FALSE
"2801",FALSE
"2802",TRUE
"2803",TRUE
"2804",FALSE
"2805",TRUE
"2806",FALSE
"2807",TRUE
"2808",TRUE
"2809",TRUE
"2810",FALSE
"2811",FALSE
"2812",FALSE
"2813",TRUE
"2814",FALSE
"2815",TRUE
"2816",TRUE
"2817",FALSE
"2818",TRUE
"2819",FALSE
"2820",TRUE
"2821",TRUE
"2822",FALSE
"2823",TRUE
"2824",TRUE
"2825",FALSE
"2826",FALSE
"2827",TRUE
"2828",TRUE
"2829",FALSE
"2830",FALSE
"2831",TRUE
"2832",TRUE
"2833",TRUE
"2834",TRUE
"2835",TRUE
"2836",TRUE
"2837",FALSE
"2838",FALSE
"2839",FALSE
"2840",FALSE
"2841",FALSE
"2842",TRUE
"2843",FALSE
"2844",TRUE
"2845",TRUE
"2846",TRUE
"2847",FALSE
"2848",TRUE
"2849",TRUE
"2850",FALSE
"2851",TRUE
"2852",TRUE
"2853",FALSE
"2854",TRUE
"2855",TRUE
"2856",TRUE
"2857",FALSE
"2858",TRUE
"2859",TRUE
"2860",TRUE
"2861",FALSE
"2862",TRUE
"2863",FALSE
"2864",TRUE
"2865",TRUE
"2866",FALSE
"2867",TRUE
"2868",TRUE
"2869",TRUE
"2870",TRUE
"2871",TRUE
"2872",FALSE
"2873",TRUE
"2874",TRUE
"2875",TRUE
"2876",FALSE
"2877",TRUE
"2878",TRUE
"2879",TRUE
"2880",FALSE
"2881",TRUE
"2882",TRUE
"2883",TRUE
"2884",TRUE
"2885",TRUE
"2886",FALSE
"2887",TRUE
"2888",TRUE
"2889",TRUE
"2890",TRUE
"2891",TRUE
"2892",TRUE
"2893",TRUE
"2894",TRUE
"2895",FALSE
"2896",FALSE
"2897",TRUE
"2898",FALSE
"2899",TRUE
"2900",FALSE
"2901",FALSE
"2902",TRUE
"2903",FALSE
"2904",FALSE
"2905",TRUE
"2906",FALSE
"2907",FALSE
"2908",TRUE
"2909",FALSE
"2910",TRUE
"2911",TRUE
"2912",TRUE
"2913",TRUE
"2914",FALSE
"2915",FALSE
"2916",FALSE
"2917",TRUE
"2918",TRUE
"2919",FALSE
"2920",FALSE
"2921",TRUE
"2922",FALSE
"2923",TRUE
"2924",FALSE
"2925",TRUE
"2926",TRUE
"2927",TRUE
"2928",TRUE
"2929",TRUE
"2930",TRUE
"2931",FALSE
"2932",FALSE
"2933",TRUE
"2934",TRUE
"2935",TRUE
"2936",TRUE
"2937",TRUE
"2938",TRUE
"2939",TRUE
"2940",FALSE
"2941",TRUE
"2942",TRUE
"2943",FALSE
"2944",TRUE
"2945",FALSE
"2946",TRUE
"2947",FALSE
"2948",FALSE
"2949",TRUE
"2950",FALSE
"2951",FALSE
"2952",TRUE
"2953",FALSE
"2954",TRUE
"2955",FALSE
"2956",FALSE
"2957",TRUE
"2958",FALSE
"2959",FALSE
"2960",TRUE
"2961",TRUE
"2962",TRUE
"2963",FALSE
"2964",TRUE
"2965",TRUE
"2966",TRUE
"2967",TRUE
"2968",TRUE
"2969",FALSE
"2970",TRUE
"2971",TRUE
"2972",TRUE
"2973",FALSE
"2974",TRUE
"2975",FALSE
"2976",TRUE
"2977",TRUE
"2978",FALSE
"2979",TRUE
"2980",FALSE
"2981",TRUE
"2982",FALSE
"2983",TRUE
"2984",TRUE
"2985",TRUE
"2986",TRUE
"2987",FALSE
"2988",FALSE
"2989",TRUE
"2990",TRUE
"2991",FALSE
"2992",TRUE
"2993",TRUE
"2994",TRUE
"2995",TRUE
"2996",FALSE
"2997",TRUE
"2998",TRUE
"2999",TRUE
"3000",TRUE
"3001",TRUE
"3002",TRUE
"3003",TRUE
"3004",TRUE
"3005",TRUE
"3006",FALSE
"3007",TRUE
"3008",TRUE
"3009",TRUE
"3010",TRUE
"3011",FALSE
"3012",TRUE
"3013",TRUE
"3014",FALSE
"3015",TRUE
"3016",TRUE
"3017",FALSE
"3018",FALSE
"3019",TRUE
"3020",TRUE
"3021",FALSE
"3022",TRUE
"3023",TRUE
"3024",TRUE
"3025",FALSE
"3026",TRUE
"3027",TRUE
"3028",FALSE
"3029",TRUE
"3030",TRUE
"3031",TRUE
"3032",TRUE
"3033",FALSE
"3034",TRUE
"3035",TRUE
"3036",FALSE
"3037",TRUE
"3038",FALSE
"3039",FALSE
"3040",FALSE
"3041",TRUE
"3042",TRUE
"3043",FALSE
"3044",FALSE
"3045",TRUE
"3046",FALSE
"3047",FALSE
"3048",FALSE
"3049",TRUE
"3050",FALSE
"3051",TRUE
"3052",TRUE
"3053",FALSE
"3054",FALSE
"3055",FALSE
"3056",FALSE
"3057",TRUE
"3058",TRUE
"3059",TRUE
"3060",TRUE
"3061",TRUE
"3062",FALSE
"3063",TRUE
"3064",FALSE
"3065",TRUE
"3066",TRUE
"3067",TRUE
"3068",TRUE
"3069",TRUE
"3070",FALSE
"3071",TRUE
"3072",FALSE
"3073",TRUE
"3074",FALSE
"3075",TRUE
"3076",FALSE
"3077",TRUE
"3078",TRUE
"3079",TRUE
"3080",FALSE
"3081",TRUE
"3082",TRUE
"3083",FALSE
"3084",FALSE
"3085",TRUE
"3086",FALSE
"3087",TRUE
"3088",TRUE
"3089",TRUE
"3090",TRUE
"3091",TRUE
"3092",TRUE
"3093",FALSE
"3094",FALSE
"3095",TRUE
"3096",TRUE
"3097",TRUE
"3098",TRUE
"3099",TRUE
"3100",TRUE
"3101",FALSE
"3102",FALSE
"3103",FALSE
"3104",TRUE
"3105",TRUE
"3106",TRUE
"3107",TRUE
"3108",FALSE
"3109",FALSE
"3110",FALSE
"3111",TRUE
"3112",FALSE
"3113",FALSE
"3114",FALSE
"3115",FALSE
"3116",TRUE
"3117",TRUE
"3118",TRUE
"3119",TRUE
"3120",TRUE
"3121",TRUE
"3122",TRUE
"3123",TRUE
"3124",FALSE
"3125",TRUE
"3126",FALSE
"3127",FALSE
"3128",TRUE
"3129",TRUE
"3130",TRUE
"3131",TRUE
"3132",FALSE
"3133",TRUE
"3134",TRUE
"3135",FALSE
"3136",FALSE
"3137",FALSE
"3138",TRUE
"3139",TRUE
"3140",FALSE
"3141",TRUE
"3142",FALSE
"3143",TRUE
"3144",TRUE
"3145",TRUE
"3146",TRUE
"3147",TRUE
"3148",FALSE
"3149",TRUE
"3150",TRUE
"3151",FALSE
"3152",FALSE
"3153",FALSE
"3154",TRUE
"3155",TRUE
"3156",TRUE
"3157",TRUE
"3158",TRUE
"3159",TRUE
"3160",FALSE
"3161",FALSE
"3162",TRUE
"3163",TRUE
"3164",TRUE
"3165",FALSE
"3166",FALSE
"3167",TRUE
"3168",TRUE
"3169",FALSE
"3170",FALSE
"3171",TRUE
"3172",TRUE
"3173",FALSE
"3174",FALSE
"3175",TRUE
"3176",TRUE
"3177",FALSE
"3178",TRUE
"3179",TRUE
"3180",TRUE
"3181",TRUE
"3182",TRUE
"3183",TRUE
"3184",TRUE
"3185",FALSE
"3186",TRUE
"3187",TRUE
"3188",TRUE
"3189",FALSE
"3190",TRUE
"3191",TRUE
"3192",TRUE
"3193",TRUE
"3194",TRUE
"3195",TRUE
"3196",FALSE
"3197",TRUE
"3198",FALSE
"3199",TRUE
"3200",FALSE
"3201",TRUE
"3202",TRUE
"3203",TRUE
"3204",TRUE
"3205",TRUE
"3206",TRUE
"3207",TRUE
"3208",FALSE
"3209",FALSE
"3210",FALSE
"3211",FALSE
"3212",TRUE
"3213",FALSE
"3214",FALSE
"3215",FALSE
"3216",TRUE
"3217",TRUE
"3218",TRUE
"3219",FALSE
"3220",TRUE
